Key,Date,Locations,C&F Agent,Division,SKU,Sales,OpeningStock,Receipts,Forecast,SellingPrice
38718CALCUTTA AGENT 2PROD E,Jan-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,68572,15370,53280,62000,6.2
38749CALCUTTA AGENT 2PROD E,Feb-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,135148,156,168000,131760,6.2
38777CALCUTTA AGENT 2PROD E,Mar-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,52044,16504,64168,31866,6.2
38808CALCUTTA AGENT 2PROD E,Apr-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,195448,9296,216000,100574,6.2
38838CALCUTTA AGENT 2PROD E,May-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,70112,14924,105600,77990,6.2
38869CALCUTTA AGENT 2PROD E,Jun-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,96766,12,119040,92370,6.2
38899CALCUTTA AGENT 2PROD E,Jul-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,68586,686,93720,66702,6.2
38930CALCUTTA AGENT 2PROD E,Aug-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,100462,25820,115440,88507,6.2
38930CALCUTTA AGENT 2PROD E,Aug-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,100462,25820,115440,88507,6.2
38961CALCUTTA AGENT 2PROD E,Sep-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,75096,17702,84870,85895,6.71
38991CALCUTTA AGENT 2PROD E,Oct-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,70692,26606,74674,90535,6.71
39022CALCUTTA AGENT 2PROD E,Nov-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,71118,30588,93654,109062,6.71
39052CALCUTTA AGENT 2PROD E,Dec-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,60224,53124,108960,85397,6.71
37987CALCUTTA AGENT 3PROD E,Jan-04,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,26880,14880,12000,27037,
38018CALCUTTA AGENT 3PROD E,Feb-04,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,16880,0,44160,23790,6.15
38047CALCUTTA AGENT 3PROD E,Mar-04,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,71520,0,91200,63138,
38078CALCUTTA AGENT 3PROD E,Apr-04,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,44640,19680,24960,148972,7.15
38108CALCUTTA AGENT 3PROD E,May-04,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,64320,0,96000,126664,6.15
38139CALCUTTA AGENT 3PROD E,Jun-04,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,33120,15840,17280,59824,7.15
38169CALCUTTA AGENT 3PROD E,Jul-04,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,52320,0,77760,106832,7.15
38200CALCUTTA AGENT 3PROD E,Aug-04,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,32400,12720,22920,65991,6.2
38231CALCUTTA AGENT 3PROD E,Sep-04,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,24984,3240,43680,28915,6.2
38261CALCUTTA AGENT 3PROD E,Oct-04,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,22008,21936,37440,41124,6.2
38292CALCUTTA AGENT 3PROD E,Nov-04,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,23400,37368,10080,28432,6.2
38322CALCUTTA AGENT 3PROD E,Dec-04,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,53088,48096,26880,49208,6.2
38353CALCUTTA AGENT 3PROD E,Jan-05,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,55872,21888,67200,46692,6.2
38384CALCUTTA AGENT 3PROD E,Feb-05,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,22656,16608,10080,20900,6.2
38412CALCUTTA AGENT 3PROD E,Mar-05,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,18013,4032,16801,18473,6.2
38443CALCUTTA AGENT 3PROD E,Apr-05,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,21540,2820,32160,23039,6.2
38473CALCUTTA AGENT 3PROD E,May-05,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,26760,13440,25920,26326,6.2
38504CALCUTTA AGENT 3PROD E,Jun-05,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,80360,25200,55680,30000,6.2
38534CALCUTTA AGENT 3PROD E,Jul-05,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,28556,260,36480,34900,6.2
38565CALCUTTA AGENT 3PROD E,Aug-05,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,8184,8184,0,12464,6.2
38596CALCUTTA AGENT 3PROD E,Sep-05,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,77352,0,111360,128580,6.2
38626CALCUTTA AGENT 3PROD E,Oct-05,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,22800,16980,19200,11180,6.2
38657CALCUTTA AGENT 3PROD E,Nov-05,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,24580,13380,13120,17920,6.2
38687CALCUTTA AGENT 3PROD E,Dec-05,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,16320,1920,14400,13000,6.2
38718CALCUTTA AGENT 3PROD E,Jan-06,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,20832,0,24240,17000,6.2
38749CALCUTTA AGENT 3PROD E,Feb-06,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,24660,3408,21600,22529,6.2
38777CALCUTTA AGENT 3PROD E,Mar-06,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,8112,348,17280,16789,6.2
38808CALCUTTA AGENT 3PROD E,Apr-06,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,28548,28548,0,64980,6.2
38838CALCUTTA AGENT 3PROD E,May-06,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,107040,0,159840,95946,6.2
38869CALCUTTA AGENT 3PROD E,Jun-06,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,35200,35200,0,64206,6.2
38899CALCUTTA AGENT 3PROD E,Jul-06,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,27900,0,41280,26828,6.2
38930CALCUTTA AGENT 3PROD E,Aug-06,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,21912,13380,36000,28691,6.2
38961CALCUTTA AGENT 3PROD E,Sep-06,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,40004,27468,12536,44948,6.2
38991CALCUTTA AGENT 3PROD E,Oct-06,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,18324,0,43200,26665,6.2
39022CALCUTTA AGENT 3PROD E,Nov-06,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,18840,24876,7200,21282,6.2
39052CALCUTTA AGENT 3PROD E,Dec-06,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD E,19128,26472,16320,41788,6.2
37987CALCUTTA AGENT 4PROD E,Jan-04,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,24960,13920,22080,29419,
38018CALCUTTA AGENT 4PROD E,Feb-04,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,20640,11040,33120,25886,
38047CALCUTTA AGENT 4PROD E,Mar-04,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,19200,23520,1440,11993,
38078CALCUTTA AGENT 4PROD E,Apr-04,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,20160,5760,25920,28534,6.15
38108CALCUTTA AGENT 4PROD E,May-04,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,28320,11520,32640,22354,6.15
38139CALCUTTA AGENT 4PROD E,Jun-04,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,25920,15840,23520,49852,
38169CALCUTTA AGENT 4PROD E,Jul-04,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,25440,13440,21600,11446,
38200CALCUTTA AGENT 4PROD E,Aug-04,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,14400,9600,4800,44718,
38231CALCUTTA AGENT 4PROD E,Sep-04,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,69160,0,103680,24960,
38261CALCUTTA AGENT 4PROD E,Oct-04,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,29760,34520,0,9936,
38292CALCUTTA AGENT 4PROD E,Nov-04,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,58080,4760,65760,24573,
38322CALCUTTA AGENT 4PROD E,Dec-04,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,32600,12440,54720,34692,
38353CALCUTTA AGENT 4PROD E,Jan-05,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,68640,34560,61440,49153,
38384CALCUTTA AGENT 4PROD E,Feb-05,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,39360,27360,31687,37050,
38412CALCUTTA AGENT 4PROD E,Mar-05,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,55680,19687,76800,32592,
38443CALCUTTA AGENT 4PROD E,Apr-05,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,73920,40800,41280,36774,
38473CALCUTTA AGENT 4PROD E,May-05,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,61920,8160,72960,37410,
38504CALCUTTA AGENT 4PROD E,Jun-05,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,73440,19200,54240,44904,
38534CALCUTTA AGENT 4PROD E,Jul-05,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,91200,0,94560,45115,
38565CALCUTTA AGENT 4PROD E,Aug-05,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,8640,3360,5760,44954,
38596CALCUTTA AGENT 4PROD E,Sep-05,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,106560,480,106560,51783,
38626CALCUTTA AGENT 4PROD E,Oct-05,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,93120,0,93120,51138,
38657CALCUTTA AGENT 4PROD E,Nov-05,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,104640,0,104640,64725,
38687CALCUTTA AGENT 4PROD E,Dec-05,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,76800,0,76800,43959,
38718CALCUTTA AGENT 4PROD E,Jan-06,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,143040,0,143040,68480,
38749CALCUTTA AGENT 4PROD E,Feb-06,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,71040,0,72480,43828,
38777CALCUTTA AGENT 4PROD E,Mar-06,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,105600,1440,168000,27994,
38808CALCUTTA AGENT 4PROD E,Apr-06,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,63360,63360,0,42619,
38838CALCUTTA AGENT 4PROD E,May-06,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,129600,0,131520,39338,
38869CALCUTTA AGENT 4PROD E,Jun-06,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,144000,1920,144000,108807,
38899CALCUTTA AGENT 4PROD E,Jul-06,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,116640,1920,158400,116252,
38930CALCUTTA AGENT 4PROD E,Aug-06,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,93600,43680,49920,117971,
38961CALCUTTA AGENT 4PROD E,Sep-06,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,108960,0,108960,148195,
38991CALCUTTA AGENT 4PROD E,Oct-06,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,215960,0,303840,117463,
39022CALCUTTA AGENT 4PROD E,Nov-06,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,194940,87880,184800,165000,
39052CALCUTTA AGENT 4PROD E,Dec-06,CALCUTTA BRANCH,CALCUTTA AGENT 4,CPMNT,PROD E,133440,77740,144480,160000,
37987CALCUTTA AGENT 1PROD E,Jan-04,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,35520,21977,14023,26801,
38018CALCUTTA AGENT 1PROD E,Feb-04,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,23520,480,47040,23583,
38047CALCUTTA AGENT 1PROD E,Mar-04,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,21600,24000,22560,27158,
38078CALCUTTA AGENT 1PROD E,Apr-04,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,24960,24960,480,60532,6.15
38108CALCUTTA AGENT 1PROD E,May-04,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,33180,480,40800,50294,6.15
38139CALCUTTA AGENT 1PROD E,Jun-04,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,26400,8100,19200,60000,6.15
38169CALCUTTA AGENT 1PROD E,Jul-04,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,36840,480,51840,54370,6.15
38200CALCUTTA AGENT 1PROD E,Aug-04,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,23400,15480,13920,58227,6.2
38231CALCUTTA AGENT 1PROD E,Sep-04,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,27480,6000,29760,30000,
38261CALCUTTA AGENT 1PROD E,Oct-04,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,19800,8280,29280,35880,6.2
38292CALCUTTA AGENT 1PROD E,Nov-04,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,22200,17760,24480,30223,6.2
38322CALCUTTA AGENT 1PROD E,Dec-04,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,25080,20040,15840,27778,6.2
38353CALCUTTA AGENT 1PROD E,Jan-05,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,18600,10800,30240,21046,6.2
38384CALCUTTA AGENT 1PROD E,Feb-05,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,20160,22440,11520,38950,6.2
38412CALCUTTA AGENT 1PROD E,Mar-05,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,21600,13800,10560,17671,6.2
38443CALCUTTA AGENT 1PROD E,Apr-05,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,16140,2760,21120,22998,6.2
38473CALCUTTA AGENT 1PROD E,May-05,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,17220,7740,26880,25854,6.2
38504CALCUTTA AGENT 1PROD E,Jun-05,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,28680,17400,24960,32400,6.2
38534CALCUTTA AGENT 1PROD E,Jul-05,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,26760,13680,24960,41138,6.2
38565CALCUTTA AGENT 1PROD E,Aug-05,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,16680,11880,4800,27160,6.2
38596CALCUTTA AGENT 1PROD E,Sep-05,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,68640,0,69120,49600,6.2
38626CALCUTTA AGENT 1PROD E,Oct-05,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,22160,166,46080,35040,6.2
38657CALCUTTA AGENT 1PROD E,Nov-05,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,21420,24086,3840,28560,6.2
38687CALCUTTA AGENT 1PROD E,Dec-05,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,16560,6506,58080,39360,6.2
38718CALCUTTA AGENT 1PROD E,Jan-06,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,11880,47546,0,16400,6.2
38749CALCUTTA AGENT 1PROD E,Feb-06,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,11666,11666,0,5760,6.2
38777CALCUTTA AGENT 1PROD E,Mar-06,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,18720,0,43200,18691,6.2
38808CALCUTTA AGENT 1PROD E,Apr-06,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,23940,24000,48000,11816,6.2
38838CALCUTTA AGENT 1PROD E,May-06,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,16860,16860,16800,26127,6.2
38869CALCUTTA AGENT 1PROD E,Jun-06,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,17040,16800,21600,24603,6.2
38899CALCUTTA AGENT 1PROD E,Jul-06,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,21360,21360,0,17170,6.2
38930CALCUTTA AGENT 1PROD E,Aug-06,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,18960,0,32640,19895,6.2
38961CALCUTTA AGENT 1PROD E,Sep-06,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,17784,13680,16800,14252,6.2
38991CALCUTTA AGENT 1PROD E,Oct-06,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,17064,12264,24480,16620,6.2
39022CALCUTTA AGENT 1PROD E,Nov-06,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,20676,19680,17760,18532,6.2
39052CALCUTTA AGENT 1PROD E,Dec-06,CALCUTTA BRANCH,CALCUTTA AGENT 1,CPMNT,PROD E,12480,16764,0,22069,6.2
37987CALCUTTA AGENT 5PROD E,Jan-04,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,10540,4546,36000,36579,
38018CALCUTTA AGENT 5PROD E,Feb-04,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,6440,28566,0,32187,
38047CALCUTTA AGENT 5PROD E,Mar-04,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,5840,22126,12000,11091,
38078CALCUTTA AGENT 5PROD E,Apr-04,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,8500,23486,0,28728,6.15
38108CALCUTTA AGENT 5PROD E,May-04,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,8500,14986,0,22354,6.15
38139CALCUTTA AGENT 5PROD E,Jun-04,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,13686,6486,7200,23930,6.15
38169CALCUTTA AGENT 5PROD E,Jul-04,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,10800,0,21600,24442,
38200CALCUTTA AGENT 5PROD E,Aug-04,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,12208,10800,3360,36877,6.2
38231CALCUTTA AGENT 5PROD E,Sep-04,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,12512,1952,10560,10090,6.2
38261CALCUTTA AGENT 5PROD E,Oct-04,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,11788,0,34560,18538,6.2
38292CALCUTTA AGENT 5PROD E,Nov-04,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,7884,11386,10080,10516,6.2
38322CALCUTTA AGENT 5PROD E,Dec-04,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,9744,13582,3840,11191,6.2
38353CALCUTTA AGENT 5PROD E,Jan-05,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,9594,7678,1920,9355,6.2
38384CALCUTTA AGENT 5PROD E,Feb-05,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,15144,0,21120,16374,6.2
38412CALCUTTA AGENT 5PROD E,Mar-05,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,11292,2988,15360,5856,6.2
38443CALCUTTA AGENT 5PROD E,Apr-05,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,16180,14112,2880,17196,6.2
38473CALCUTTA AGENT 5PROD E,May-05,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,10230,406,22560,7957,6.2
38504CALCUTTA AGENT 5PROD E,Jun-05,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,14868,12736,5280,11550,6.2
38534CALCUTTA AGENT 5PROD E,Jul-05,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,11812,3148,17802,13679,6.2
38565CALCUTTA AGENT 5PROD E,Aug-05,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,10098,9138,11040,10464,6.2
38596CALCUTTA AGENT 5PROD E,Sep-05,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,12384,10080,19680,14692,6.2
38626CALCUTTA AGENT 5PROD E,Oct-05,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,7680,10176,12960,8960,6.2
38657CALCUTTA AGENT 5PROD E,Nov-05,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,12416,15456,0,13960,6.2
38687CALCUTTA AGENT 5PROD E,Dec-05,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,20000,6080,17280,22000,6.2
38718CALCUTTA AGENT 5PROD E,Jan-06,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,7728,240,14880,10600,6.2
38749CALCUTTA AGENT 5PROD E,Feb-06,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,8784,7392,2880,25427,
38777CALCUTTA AGENT 5PROD E,Mar-06,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,7334,1008,10596,15546,6.2
38808CALCUTTA AGENT 5PROD E,Apr-06,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,4270,4270,0,8955,
38838CALCUTTA AGENT 5PROD E,May-06,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,32376,0,68160,25302,6.2
38869CALCUTTA AGENT 5PROD E,Jun-06,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,12962,17892,0,13599,6.2
38899CALCUTTA AGENT 5PROD E,Jul-06,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,9528,4930,7200,17892,6.2
38930CALCUTTA AGENT 5PROD E,Aug-06,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,11176,2602,10080,18471,6.2
38961CALCUTTA AGENT 5PROD E,Sep-06,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,13728,1506,23040,19783,6.2
38991CALCUTTA AGENT 5PROD E,Oct-06,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,9360,10338,16320,15172,6.2
39022CALCUTTA AGENT 5PROD E,Nov-06,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,10548,17298,7200,15929,6.2
39052CALCUTTA AGENT 5PROD E,Dec-06,CALCUTTA BRANCH,CALCUTTA AGENT 5,CPMNT,PROD E,8844,13950,0,14295,6.2
37987CHANDIGARH AGENT 1PROD E,Jan-04,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD E,14400,4320,34560,28819,
38018CHANDIGARH AGENT 1PROD E,Feb-04,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD E,9600,14362,12000,25358,
38047CHANDIGARH AGENT 1PROD E,Mar-04,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD E,5760,16762,7680,18335,
38078CHANDIGARH AGENT 1PROD E,Apr-04,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD E,10560,6202,32160,43012,
38108CHANDIGARH AGENT 1PROD E,May-04,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD E,12480,17722,12000,37256,
38139CHANDIGARH AGENT 1PROD E,Jun-04,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD E,10560,2842,25464,29912,
38169CHANDIGARH AGENT 1PROD E,Jul-04,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD E,17280,8146,19666,49600,
38200CHANDIGARH AGENT 1PROD E,Aug-04,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD E,7652,932,32640,46582,
38231CHANDIGARH AGENT 1PROD E,Sep-04,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD E,7680,0,26400,14500,
38261CHANDIGARH AGENT 1PROD E,Oct-04,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD E,6720,4800,19200,21528,
38292CHANDIGARH AGENT 1PROD E,Nov-04,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD E,6240,0,15840,13231,
38322CHANDIGARH AGENT 1PROD E,Dec-04,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD E,4800,8640,7200,10380,
38353CHANDIGARH AGENT 1PROD E,Jan-05,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD E,3840,11040,480,14700,
38384CHANDIGARH AGENT 1PROD E,Feb-05,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD E,5280,7680,8160,5605,
38412CHANDIGARH AGENT 1PROD E,Mar-05,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD E,5760,5760,10080,4825,
38443CHANDIGARH AGENT 1PROD E,Apr-05,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD E,8640,7200,15840,7946,
38473CHANDIGARH AGENT 1PROD E,May-05,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD E,8160,9120,0,8409,
38504CHANDIGARH AGENT 1PROD E,Jun-05,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD E,8640,480,14880,10438,
38534CHANDIGARH AGENT 1PROD E,Jul-05,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD E,4320,1920,5760,10501,
38565CHANDIGARH AGENT 1PROD E,Aug-05,CHANDIGARH BRANCH,CHANDIGARH AGENT 1,CPMNT,PROD E,6720,3360,3360,11731,
